@RELATION 'Spam Base, without duplicates, with normalization, 40 pct of outliers'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'att28' real
@ATTRIBUTE 'att29' real
@ATTRIBUTE 'att30' real
@ATTRIBUTE 'att31' real
@ATTRIBUTE 'att32' real
@ATTRIBUTE 'att33' real
@ATTRIBUTE 'att34' real
@ATTRIBUTE 'att35' real
@ATTRIBUTE 'att36' real
@ATTRIBUTE 'att37' real
@ATTRIBUTE 'att38' real
@ATTRIBUTE 'att39' real
@ATTRIBUTE 'att40' real
@ATTRIBUTE 'att41' real
@ATTRIBUTE 'att42' real
@ATTRIBUTE 'att43' real
@ATTRIBUTE 'att44' real
@ATTRIBUTE 'att45' real
@ATTRIBUTE 'att46' real
@ATTRIBUTE 'att47' real
@ATTRIBUTE 'att48' real
@ATTRIBUTE 'att49' real
@ATTRIBUTE 'att50' real
@ATTRIBUTE 'att51' real
@ATTRIBUTE 'att52' real
@ATTRIBUTE 'att53' real
@ATTRIBUTE 'att54' real
@ATTRIBUTE 'att55' real
@ATTRIBUTE 'att56' real
@ATTRIBUTE 'att57' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.0,0.0448179271708684,0.125490196078431,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0661840744570838,0.0,0.0,0.0,0.016,0.0,0.141914191419142,0.102933333333333,0.0,0.0864086408640864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239546770121313,0.0,0.0,0.00250204266908761,0.00600720865038046,0.0174873737373737,1.0,'yes'
0.0462555066079295,0.0196078431372549,0.0980392156862745,0.0,0.014,0.0476190476190476,0.0288858321870702,0.0063006300630063,0.0,0.0517051705170517,0.0804597701149425,0.0816959669079628,0.117117117117117,0.021,0.0317460317460318,0.007,0.00980392156862745,0.0308030803080308,0.185066666666667,0.0,0.143114311431143,0.0,0.0788990825688073,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101596516690856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135356849876948,0.0,0.0114539072602993,0.0299850074962519,0.00242069695899945,0.0037349069450749,0.0100120144173008,0.0648358585858586,2.0,'yes'
0.013215859030837,0.0,0.13921568627451,0.0,0.123,0.032312925170068,0.0261348005502063,0.0108010801080108,0.121673003802281,0.0137513751375138,0.145593869731801,0.046535677352637,0.0216216216216216,0.0,0.396825396825397,0.003,0.00840336134453781,0.113311331133113,0.0725333333333333,0.0176017601760176,0.0459045904590459,0.0,0.212844036697248,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126050420168067,0.0,0.0,0.0336134453781513,0.0,0.00280112044817927,0.00272108843537415,0.0,0.0,0.00228050171037628,0.0146636587366694,0.0,0.00849806022538334,0.0306513409961686,5.04311866458218E-4,0.00800817067635043,0.0484581497797357,0.142550505050505,3.0,'yes'
0.0,0.0,0.0,0.0,0.063,0.0,0.0426409903713893,0.0567056705670567,0.05893536121673,0.0346534653465347,0.118773946360153,0.0320579110651499,0.0558558558558559,0.0,0.0,0.0155,0.0,0.0,0.1696,0.0,0.0279027902790279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140484003281378,0.0,0.00421824003941129,0.0,0.0,0.00230322287789378,0.0039046856227473,0.0119949494949495,4.0,'yes'
0.0,0.0,0.0,0.0,0.063,0.0,0.0426409903713893,0.0567056705670567,0.05893536121673,0.0346534653465347,0.118773946360153,0.0320579110651499,0.0558558558558559,0.0,0.0,0.0155,0.0,0.0,0.1696,0.0,0.0279027902790279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138433141919606,0.0,0.00415665989285055,0.0,0.0,0.00230322287789378,0.0039046856227473,0.0119949494949495,5.0,'yes'
0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.166516651665167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228671041837572,0.0,0.0,0.0,0.0,0.00181570585565138,0.00140168201842211,0.0033459595959596,6.0,'yes'
0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0352035203520352,0.367816091954023,0.132368148914168,0.0,0.0,0.0,0.048,0.0,0.0352035203520352,0.205333333333333,0.0,0.0576057605760576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00553732567678425,0.0,0.0050495720179814,0.00899550224887556,0.0,6.0916931457104E-4,3.00360432519023E-4,0.00700757575757576,7.0,'yes'
0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.169216921692169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021123872026251,0.0,0.0,0.0,0.0,0.00131638674534725,0.00100120144173008,0.00303030303030303,8.0,'yes'
0.0330396475770925,0.0,0.0901960784313726,0.0,0.061,0.0,0.0412654745529574,0.0,0.174904942965779,0.0418041804180418,0.291187739463602,0.0951396070320579,0.0,0.0,0.0,0.0,0.0,0.0165016501650165,0.0656,0.194169416941694,0.18001800180018,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00825082508250825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840336134453782,0.0,0.0,0.0,0.0,0.0,0.0,0.0277891714520098,0.0,0.00557300326374777,0.033816425120773,0.00110948610620808,0.00793826600090785,0.0444533440128154,0.0792929292929293,9.0,'yes'
0.013215859030837,0.00840336134453781,0.150980392156863,0.0,0.019,0.054421768707483,0.0522696011004127,0.0,0.0114068441064639,0.0,0.0,0.0661840744570838,0.0450450450450451,0.0,0.0272108843537415,0.0,0.0,0.0132013201320132,0.0890666666666667,0.0033003300330033,0.0639063906390639,0.0,0.0348623853211009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.00912200684150513,0.00307629204265792,0.0,0.00751277788041135,0.0134932533733133,0.0,6.6182478438493E-4,0.00420504605526632,0.0472222222222222,10.0,'yes'
